asset_id	canonical_name	aliases	development_codes	modality	adc_scope	target	company	highest_stage	development_status	nct_ids	first_seen	last_seen	sources	source_count	evidence_ids	catalog_status
NAR_DRG0LCOWD	MRG-004A	MRG 004A; MRG-004A; MRG004A		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tissue factor (F3)	Shanghai Miracogen Inc; Lepu Biopharma Co., Ltd	Phase2	Phase 1/2				nar_reference; conference_abstract_corpus	2	DRG0LCOWD; ADC_SUFFIX_b73d6c09afd1	MULTISOURCE_CONFIRMED
NAR_DRG0LDEJY	ITC-6146RO				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07423117			nar_reference	1	DRG0LDEJY	REFERENCE_CONFIRMED
NAR_DRG0LFBZI	ALK202				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06707610			nar_reference	1	DRG0LFBZI	REFERENCE_CONFIRMED
NAR_DRG0LFGHB	HTI-1511	HTI 1511; HTI1511		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptor (EGFR)	Halozyme Therapeutics, Inc	Investigative	Investigative				nar_reference; conference_abstract_corpus	2	DRG0LFGHB; ADC_SUFFIX_54a1ac046b3f	MULTISOURCE_CONFIRMED
NAR_DRG0LFZFX	ABBV-319	ABBV 319; ABBV-319; ABBV319			REFERENCE_UNCLASSIFIED	B-lymphocyte antigen CD19 (CD19)	AbbVie, Inc	Phase1	Phase 1				nar_reference	1	DRG0LFZFX	REFERENCE_CONFIRMED
NAR_DRG0LGBME	Ispectamab tazide	Ispectamab tazide			REFERENCE_UNCLASSIFIED	Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)		Investigative	Investigative				nar_reference	1	DRG0LGBME	REFERENCE_CONFIRMED
NAR_DRG0LHLWT	LR-DM1	LR DM1			REFERENCE_UNCLASSIFIED	Epidermal growth factor receptor (EGFR)	Chinese Academy of Medical Science and Peking Union Medical College	Investigative	Investigative				nar_reference	1	DRG0LHLWT	REFERENCE_CONFIRMED
NAR_DRG0LHZWB	ASN-004	ASN 004; ASN-004; ASN004		PRESUMED_STRICT_ADC	PRESUMED_ADC	Trophoblast glycoprotein (TPBG)	Asana BioSciences LLC	Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0LHZWB; ADC_SUFFIX_462fef570d8d	MULTISOURCE_CONFIRMED
NAR_DRG0LIPUK	GL-231	GL231; GL 231			REFERENCE_UNCLASSIFIED	Undisclosed	Genisphere LLC	Investigative	Investigative				nar_reference	1	DRG0LIPUK	REFERENCE_CONFIRMED
NAR_DRG0LJGJX	IBI3028				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0LJGJX	REFERENCE_CONFIRMED
NAR_DRG0LJSQF	Sacituzumab-SN-38	Smab-SN-38			REFERENCE_UNCLASSIFIED	Tumor-associated calcium signal transducer 2 (TROP2)		Investigative	Investigative Drug-to-Antibody Ratio 6 3D				nar_reference	1	DRG0LJSQF	REFERENCE_CONFIRMED
NAR_DRG0LKZJZ	CS-5002	CS5002; CS 5002			REFERENCE_UNCLASSIFIED	Undisclosed	CStone Pharmaceuticals Co. Ltd	Investigative	Investigative				nar_reference	1	DRG0LKZJZ	REFERENCE_CONFIRMED
NAR_DRG0LLSDP	9MW-2921	9MW 2921; 9MW-2921; 9MW2921		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor-associated calcium signal transducer 2 (TROP2)	Mabwell (Shanghai) Bioscience Co., Ltd	Phase2	Phase 1/2				nar_reference; conference_abstract_corpus	2	DRG0LLSDP; ADC_SUFFIX_86f4e455d452	MULTISOURCE_CONFIRMED
NAR_DRG0LNARP	MEDI-0641	MEDI0641; MEDI 0641; 5T4-PBD		PRESUMED_STRICT_ADC	PRESUMED_ADC	Trophoblast glycoprotein (TPBG)	MedImmune LLC; AstraZeneca PLC	Investigative	Investigative				nar_reference; europe_pmc	2	DRG0LNARP; ADC_SUFFIX_b77d28587231	MULTISOURCE_CONFIRMED
NAR_DRG0LNBQO	PHN-012			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT07127874			nar_reference; clinicaltrials	2	DRG0LNBQO; ADC_SUFFIX_7d420e4691d1	MULTISOURCE_CONFIRMED
NAR_DRG0LNVKG	ARX-788	ARX 788; ARX-788; ARX788		PRESUMED_STRICT_ADC	PRESUMED_ADC	Receptor tyrosine-protein kinase erbB-2 (HER2)	Ambrx, Inc; Zhejiang Medicine Co., Ltd; Novocodex Biopharmaceuticals Co., Ltd	Phase2	Phase 2	NCT01042379; NCT02512237; NCT03255070; NCT04829604; NCT04983121; NCT05018676; NCT05018702; NCT05041972; NCT05426486			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed	5	DRG0LNVKG; ADC_SUFFIX_4b3b81639a9b	MULTISOURCE_CONFIRMED
NAR_DRG0LQZSE	Naratuximab emtansine	DEBIO 1562; Debio 1562, K7153 A, IMGN5 29; IMGN 529; IMGN-529; IMGN529; K7153A-SMCC-DM1; Naratuximab emtansine		PRESUMED_STRICT_ADC	PRESUMED_ADC	Leukocyte antigen CD37 (CD37)	ImmunoGen, Inc; Debiopharm International SA	Phase2	Phase 2 (Terminated)	NCT01534715			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0LQZSE; ADC_SUFFIX_f3e976431323	MULTISOURCE_CONFIRMED
NAR_DRG0LRYYB	HS630				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0LRYYB	REFERENCE_CONFIRMED
NAR_DRG0LSAKO	PF-06888667	PF 06888667; PF06888667			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)		Investigative	Investigative				nar_reference	1	DRG0LSAKO	REFERENCE_CONFIRMED
NAR_DRG0LSXKR	JS107	JS 107; JS-107; JS107			REFERENCE_UNCLASSIFIED	Claudin-18.2 (CLDN18.2)	Shanghai Junshi Biosciences Co., Ltd	Phase1	Phase 1				nar_reference	1	DRG0LSXKR	REFERENCE_CONFIRMED
NAR_DRG0LTMPJ	GBM-12401	Gbm 12401; Gbm12401			REFERENCE_UNCLASSIFIED	Undisclosed	Great Novel Therapeutics Biotech & Medicals Corp	Investigative	Investigative				nar_reference	1	DRG0LTMPJ	REFERENCE_CONFIRMED
NAR_DRG0LTXQB	YBL-015	YBL 015; YBL015			REFERENCE_UNCLASSIFIED	CD276 antigen (CD276)	YBiologics, Inc	Investigative	Investigative				nar_reference	1	DRG0LTXQB	REFERENCE_CONFIRMED
NAR_DRG0LUQSH	RG-7861				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0LUQSH	REFERENCE_CONFIRMED
NAR_DRG0LUTMF	ELN-11	ELN 11; ELN11; ADP-c165			REFERENCE_UNCLASSIFIED	Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1)	Elasmogen Ltd; Almac Discovery Ltd	Investigative	Investigative				nar_reference	1	DRG0LUTMF	REFERENCE_CONFIRMED
NAR_DRG0LVUGT	PCG-N003	PCG N003; PCG N003			REFERENCE_UNCLASSIFIED	Undisclosed	Epinogen Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0LVUGT	REFERENCE_CONFIRMED
NAR_DRG0LVYMB	DEC006				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07444814			nar_reference	1	DRG0LVYMB	REFERENCE_CONFIRMED
NAR_DRG0LWEMD	SY-0625	SY0625; SY 0625			REFERENCE_UNCLASSIFIED	Undisclosed	Shanghai Symray Biopharma Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0LWEMD	REFERENCE_CONFIRMED
NAR_DRG0LYIPC	Inebilizumab-amanitin	Inebilizumab amanitin			REFERENCE_UNCLASSIFIED	B-lymphocyte antigen CD19 (CD19)	LegoChem Biosciences, Inc	Investigative	Investigative				nar_reference	1	DRG0LYIPC	REFERENCE_CONFIRMED
NAR_DRG0MBBBD	Anti-CD22-SN36248	Thio-hu antiCD22- (LC:K149C)-SN36248			REFERENCE_UNCLASSIFIED	B-cell receptor CD22 (CD22)		Investigative	Investigative				nar_reference	1	DRG0MBBBD	REFERENCE_CONFIRMED
NAR_DRG0MCPAF	SIM-005A	SIM-005A; SIM 005A			REFERENCE_UNCLASSIFIED	Undisclosed	Systimmune, Inc; Sichuan Baili Pharmaceutical Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0MCPAF	REFERENCE_CONFIRMED
NAR_DRG0MCWQA	Enapotamab vedotin	AXL-107-MMAE; Enapotamab vedotin; HuMax-AXL; HuMax-AXL-ADC; HuMax-Axl-ADC, AXL-107-MMAE; Humax axl adc		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tyrosine-protein kinase receptor UFO (AXL)	Seagen Inc; Genmab A/S	Phase2	Phase 1/2 (Terminated)				nar_reference; clinicaltrials; conference_abstract_corpus	3	DRG0MCWQA; ADC_CANDIDATE_ADC_SUFFIX_8a46197896f6	MULTISOURCE_CONFIRMED
NAR_DRG0MELRN	BC2027				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07368478			nar_reference	1	DRG0MELRN	REFERENCE_CONFIRMED
NAR_DRG0MGBXM	CD38-077	CD38 077; CD38077			REFERENCE_UNCLASSIFIED	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1 (CD38)	Concortis Biosystems Corp	Investigative	Investigative				nar_reference	1	DRG0MGBXM	REFERENCE_CONFIRMED
NAR_DRG0MGUUX	FDA-022	FDA 022; FDA-022; FDA022			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd	Phase1	Phase 1	NCT05564858			nar_reference	1	DRG0MGUUX	REFERENCE_CONFIRMED
NAR_DRG0MHAHZ	Coltuximab ravtansine	Anti-CD19 humanized monoclonal antibody conjugated to DM4; Anti-CD19-DM4 immunoconjugate; Coltuximab ravtansine; HUB4-DM4, SAR34 19; HuB4-DM4; Maytansin-loaded anti-CD19 mAb; SAR-3419; SAR3419		PRESUMED_STRICT_ADC	PRESUMED_ADC	B-lymphocyte antigen CD19 (CD19)	ImmunoGen, Inc; Sanofi	Phase2	Phase 2 (Terminated)				nar_reference; europe_pmc	2	DRG0MHAHZ; ADC_SUFFIX_8d84fd69fcf5	MULTISOURCE_CONFIRMED
NAR_DRG0MKREW	SIM0505			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06792552			nar_reference; conference_abstract_corpus	2	DRG0MKREW; ADC_SUFFIX_524f6fbec7f9	MULTISOURCE_CONFIRMED
NAR_DRG0MKSMI	CRB-2107	CRB2107; CRB 2107			REFERENCE_UNCLASSIFIED	Undisclosed	China Resources Biopharmaceutical Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0MKSMI	REFERENCE_CONFIRMED
NAR_DRG0MKVBS	A1801	A 1801; A-1801			REFERENCE_UNCLASSIFIED	Transmembrane glycoprotein NMB (GPNMB)	Protheragen, Inc	Investigative	Investigative				nar_reference	1	DRG0MKVBS	REFERENCE_CONFIRMED
NAR_DRG0MLOQN	NI-2201	NI 2201; NI2201			REFERENCE_UNCLASSIFIED	B-lymphocyte antigen CD19 (CD19)	Novimmune SA; LegoChem Biosciences, Inc; Berta Holding AG; Iksuda Therapeutics Ltd	Investigative	Investigative				nar_reference	1	DRG0MLOQN	REFERENCE_CONFIRMED
NAR_DRG0MMRSA	DAN-222				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT05261269			nar_reference	1	DRG0MMRSA	REFERENCE_CONFIRMED
NAR_DRG0MOGWD	Anvatabart pactil	Anvatabart pactil			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)		Investigative	Investigative				nar_reference	1	DRG0MOGWD	REFERENCE_CONFIRMED
NAR_DRG0MPDIB	ABBV-154	ABBV 154; ABBV-154; ABBV154		PRESUMED_STRICT_ADC	PRESUMED_ADC	Tumor necrosis factor (TNF)	AbbVie, Inc	Phase2	Phase 2 (Terminated)	NCT04888585; NCT04972968; NCT05068284; NCT05556226			nar_reference; europe_pmc; pubmed	3	DRG0MPDIB; ADC_SUFFIX_8b24027f97cd	MULTISOURCE_CONFIRMED
NAR_DRG0MPTSO	Trastuzumab-amanitin 1	Trastuzumab Amanitin1			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Heidelberg Pharma AG	Investigative	Investigative				nar_reference	1	DRG0MPTSO	REFERENCE_CONFIRMED
NAR_DRG0MRJEG	REGN5093-M114	METxMET ADC - Regeneron Pharmaceuticals; REGN 5093 M114; REGN5093- M114; REGN5093-M114; REGN5093M114		PRESUMED_STRICT_ADC	PRESUMED_ADC	Hepatocyte growth factor receptor (MET)	Regeneron Pharmaceuticals, Inc	Phase2	Phase 1/2				nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0MRJEG; ADC_SUFFIX_10b081b460fa	MULTISOURCE_CONFIRMED
NAR_DRG0MRYEL	IKS-04	IKS 04; IKS04			REFERENCE_UNCLASSIFIED	Undisclosed	Iksuda Therapeutics Ltd	Investigative	Investigative				nar_reference	1	DRG0MRYEL	REFERENCE_CONFIRMED
NAR_DRG0MSOOX	KH815			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1	NCT06885645			nar_reference; conference_abstract_corpus	2	DRG0MSOOX; ADC_SUFFIX_c79b4af645f1	MULTISOURCE_CONFIRMED
NAR_DRG0MSZBZ	BB-1709	BB 1709; BB-1709; BB1709			REFERENCE_UNCLASSIFIED	5'-nucleotidase (NT5E)	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	Phase1	Phase 1				nar_reference	1	DRG0MSZBZ	REFERENCE_CONFIRMED
NAR_DRG0MSZNJ	SHR-3792				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06907628			nar_reference	1	DRG0MSZNJ	REFERENCE_CONFIRMED
NAR_DRG0MTMQA	M-1231	M 1231; M-1231; M1231		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptor (EGFR); Mucin-1 (MUC1)	EMD Serono Research & Development Institute, Inc; The University of Texas MD Anderson Cancer Center; Sutro Biopharma, Inc	Phase1	Phase 1				nar_reference; clinicaltrials	2	DRG0MTMQA; ADC_SUFFIX_3b9930bfba9b	MULTISOURCE_CONFIRMED
NAR_DRG0MTUPD	CytSCA208	Monoclonal antibody CA208-cytorhodin-S conjugate			REFERENCE_UNCLASSIFIED	Pregnancy-specific beta-1-glycoprotein 2 (PSG2)	Aventis SA; Sanofi	Investigative	Investigative				nar_reference	1	DRG0MTUPD	REFERENCE_CONFIRMED
NAR_DRG0MUIQK	LFD-200				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT07207954			nar_reference	1	DRG0MUIQK	REFERENCE_CONFIRMED
NAR_DRG0MWSEV	NN-3201	NN 3201; NN-3201; NN3201		PRESUMED_STRICT_ADC	PRESUMED_ADC	Mast/stem cell growth factor receptor Kit (KIT)	Novelty Nobility, Inc	Phase1	Phase 1				nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0MWSEV; ADC_SUFFIX_c1c26a5039f7	MULTISOURCE_CONFIRMED
NAR_DRG0MXUQM	MYX2449	MYX 2449; MYX2449			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Myricx Pharma Ltd	Investigative	Investigative				nar_reference	1	DRG0MXUQM	REFERENCE_CONFIRMED
NAR_DRG0MYSHH	Thio-Tmab-BMPEO-DM1	Thio-Tmab BMPEO DM1			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Genentech, Inc	Investigative	Investigative				nar_reference	1	DRG0MYSHH	REFERENCE_CONFIRMED
NAR_DRG0MZYPU	Telimomab aritox	T101-RTA; T101RTA; T101 RTA			REFERENCE_UNCLASSIFIED	T-cell surface glycoprotein CD5 (CD5)		Investigative	Investigative				nar_reference	1	DRG0MZYPU	REFERENCE_CONFIRMED
NAR_DRG0NATHY	LP-A18	Antibody drug conjugate Lantern Pharma; LPA18; LP A18			REFERENCE_UNCLASSIFIED	Undisclosed	Lantern Pharma, Inc	Investigative	Investigative				nar_reference	1	DRG0NATHY	REFERENCE_CONFIRMED
NAR_DRG0NDFLP	OXS-1650				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0NDFLP	REFERENCE_CONFIRMED
NAR_DRG0NDSLT	DYNE-301	DYNE301; DYNE 301; Facioscapulohumeral muscular dystrophy therapy-Dyne Therapeutics; FORCE-FM10			REFERENCE_UNCLASSIFIED	Double homeobox protein 4 (DUX4)	Dyne Therapeutics, Inc	Investigative	Investigative				nar_reference	1	DRG0NDSLT	REFERENCE_CONFIRMED
NAR_DRG0NDXRU	Belantamab mafodotin	GSK-2857916; GSK'916; GSK2857916; J6M0-mcMMAF; anti-BCMA-ADC; Belamaf; belantamab mafodotin-blmf		STRICT_ADC	STRICT_ADC	Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	GSK Plc; GlaxoSmithKline (Ireland) Ltd; Glaxosmithkline Intellectual Property Development Ltd	Approved	Approved (FDA): Aug, 2020	NCT02064387; NCT03769506			nar_reference; configs/known_adc_assets.yaml; clinicaltrials	3	DRG0NDXRU; ADC_CANDIDATE_BELANTAMAB_MAFODOTIN	MULTISOURCE_CONFIRMED
NAR_DRG0NELLD	<sup>111</sup>In-DTPA-D2B-DAR4-MMAE				REFERENCE_UNCLASSIFIED			Investigative	Investigative				nar_reference	1	DRG0NELLD	REFERENCE_CONFIRMED
NAR_DRG0NEMOV	Losatuxizumab vedotin	ABBV 224; ABBV-221; ABBV221; Losatuxizumab vedotin		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptor (EGFR)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02365662			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0NEMOV; ADC_SUFFIX_79fd78208ab0	MULTISOURCE_CONFIRMED
NAR_DRG0NFTVD	APN-959038	APN959038; APN 959038			REFERENCE_UNCLASSIFIED	Transmembrane protein (novel epitope)	Atreca, Inc	Investigative	Investigative				nar_reference	1	DRG0NFTVD	REFERENCE_CONFIRMED
NAR_DRG0NGDCM	SKB445				REFERENCE_UNCLASSIFIED			Phase1	Phase 1	NCT06826040			nar_reference	1	DRG0NGDCM	REFERENCE_CONFIRMED
NAR_DRG0NKUQA	JS114	JS 114; JS-114			REFERENCE_UNCLASSIFIED	Nectin-4 (NECTIN4)	Shanghai Junshi Biosciences Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0NKUQA	REFERENCE_CONFIRMED
NAR_DRG0NLEYN	Tra-IR700	Trastuzumab-IR700			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Rakuten Medical, Inc	Investigative	Investigative				nar_reference	1	DRG0NLEYN	REFERENCE_CONFIRMED
NAR_DRG0NMCNK	ZV0203	Recombinant anti-EGFR monoclonal antibody- DUO5 conjugate; ZV 0201; ZV 0203; ZV-0201; ZV-0203; ZV0201; ZV0203; ZV0203-ADC; ADC-2122; ADC 2122; ADC2122			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	Zhejiang Hisun Pharmaceutical Co., Ltd; Zhejiang Zova Biotherapeutics Inc	Phase1	Phase 1				nar_reference	1	DRG0NMCNK	REFERENCE_CONFIRMED
NAR_DRG0NMCNN	SGN-CD48A				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0NMCNN	REFERENCE_CONFIRMED
NAR_DRG0NMRNE	KSI-601	KSI 601; KSI601			REFERENCE_UNCLASSIFIED	Vascular endothelial growth factor A (VEGFA)	Kodiak Sciences, Inc	Investigative	Investigative				nar_reference	1	DRG0NMRNE	REFERENCE_CONFIRMED
NAR_DRG0NNKAQ	Ifinatamab deruxtecan	DS 7300; DS-7300; DS-7300a; DS7300; Ifinatamab deruxtecan; I-DXd		PRESUMED_STRICT_ADC	PRESUMED_ADC	CD276 antigen (CD276)	Daiichi Sankyo Co., Ltd	Phase3	Phase 3	NCT04145622; NCT05280470			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc; pubmed	5	DRG0NNKAQ; ADC_CANDIDATE_ADC_SUFFIX_5d5b94f8644a	MULTISOURCE_CONFIRMED
NAR_DRG0NNNWR	EX108	EX 108; EX-108			REFERENCE_UNCLASSIFIED	Undisclosed	Excelmab Inc	Investigative	Investigative				nar_reference	1	DRG0NNNWR	REFERENCE_CONFIRMED
NAR_DRG0NOFEI	BB-1712			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0NOFEI; ADC_SUFFIX_39501ac699c2	MULTISOURCE_CONFIRMED
NAR_DRG0NOYME	NW-001	NW001; NW 001			REFERENCE_UNCLASSIFIED	Undisclosed	Shenzhen Chipscreen Biosciences Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0NOYME	REFERENCE_CONFIRMED
NAR_DRG0NTFBR	MEDI-3726	ADCT 401; ADCT-401; MEDI 3726; MEDI-3726; MEDI3 726 (forme rly ADCT-401); MEDI3726		PRESUMED_STRICT_ADC	PRESUMED_ADC	Glutamate carboxypeptidase 2 (FOLH1)	MedImmune LLC; AstraZeneca PLC	Phase1	Phase 1 (Terminated)	NCT02991911			nar_reference; conference_abstract_corpus; europe_pmc	3	DRG0NTFBR; ADC_SUFFIX_65322d193db2	MULTISOURCE_CONFIRMED
NAR_DRG0NWBIQ	HY-0001	HY 0001; HY0001			REFERENCE_UNCLASSIFIED	Undisclosed	Sichuan Huiyu Pharmaceutical Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0NWBIQ	REFERENCE_CONFIRMED
NAR_DRG0NXVNX	PNU-159682-P1C1TM				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0NXVNX	REFERENCE_CONFIRMED
NAR_DRG0NZUKF	WTX-212				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0NZUKF	REFERENCE_CONFIRMED
NAR_DRG0NZUZJ	CX-2051	CX 2051; CX2051			REFERENCE_UNCLASSIFIED	Epithelial cell adhesion molecule (EPCAM)	CytomX Therapeutics, Inc	Phase1	Phase 1				nar_reference	1	DRG0NZUZJ	REFERENCE_CONFIRMED
NAR_DRG0OAWRK	SHR-A1403	HTI 1066; HTI-1066; SHR A1403; SHR-A1403; SHR-A1403, HTI-1066; SHRA1403		PRESUMED_STRICT_ADC	PRESUMED_ADC	Hepatocyte growth factor receptor (MET)	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase1	Phase 1 (Terminated)	NCT03856541			nar_reference; europe_pmc	2	DRG0OAWRK; ADC_SUFFIX_49fb87d171fa	MULTISOURCE_CONFIRMED
NAR_DRG0ODFEJ	EGFR-EDV-RRM1				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0ODFEJ	REFERENCE_CONFIRMED
NAR_DRG0OGZEE	Mirzotamab clezutoclax	ABBV-155; ABBV 155; ABBV155			REFERENCE_UNCLASSIFIED	CD276 antigen (CD276)	AbbVie, Inc	Phase1	Phase 1				nar_reference	1	DRG0OGZEE	REFERENCE_CONFIRMED
NAR_DRG0OJHEN	AVID-100	AVID 100; AVID-100; AVID100		PRESUMED_STRICT_ADC	PRESUMED_ADC	Epidermal growth factor receptor (EGFR)	Bristol Myers Squibb Co; Formation Biologics	Phase2	Phase 1/2 (Terminated)	NCT03094169			nar_reference; conference_abstract_corpus	2	DRG0OJHEN; ADC_SUFFIX_8f0d5a42e8ca	MULTISOURCE_CONFIRMED
NAR_DRG0OMIWX	BA1301			PRESUMED_STRICT_ADC	PRESUMED_ADC			Phase1	Phase 1				nar_reference; conference_abstract_corpus	2	DRG0OMIWX; ADC_SUFFIX_a26c4351f62b	MULTISOURCE_CONFIRMED
NAR_DRG0OMORU	FZ-AD004	FZ AD004; FZ-AD004; FZAD004			REFERENCE_UNCLASSIFIED	Tumor-associated calcium signal transducer 2 (TROP2)	Shanghai Fudan Zhangjiang Bio Pharmaceutical Co., Ltd	Phase1	Phase 1				nar_reference	1	DRG0OMORU	REFERENCE_CONFIRMED
NAR_DRG0OMVBK	Azintuxizumab vedotin	ABBV 838; ABBV-838; ABBV838; Azintuxizumab vedotin		PRESUMED_STRICT_ADC	PRESUMED_ADC	SLAM family member 7 (SLAMF7)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02462525; NCT02951117			nar_reference; clinicaltrials; europe_pmc	3	DRG0OMVBK; ADC_SUFFIX_ad9d13c308cc	MULTISOURCE_CONFIRMED
NAR_DRG0ONAEP	BRY811	BRY-811; BRY 811			REFERENCE_UNCLASSIFIED	Undisclosed	BioRay Biopharmaceutical Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0ONAEP	REFERENCE_CONFIRMED
NAR_DRG0ONNVN	PSM-101	PSM 101; PSM101			REFERENCE_UNCLASSIFIED	Undisclosed	PrecisemAb Biotech Co., Ltd	Investigative	Investigative				nar_reference	1	DRG0ONNVN	REFERENCE_CONFIRMED
NAR_DRG0OOMJM	Basiliximab sarotalocan	Basiliximab sarotalocan			REFERENCE_UNCLASSIFIED	Interferon-stimulated gene 20 kDa protein (ISG20)		Investigative	Investigative				nar_reference	1	DRG0OOMJM	REFERENCE_CONFIRMED
NAR_DRG0OOXRC	XNW-28012	XNW 28012; XNW28012		PRESUMED_STRICT_ADC	PRESUMED_ADC	Undisclosed	Suzhou Sinovent Pharmaceuticals Co.,Ltd; Shanghai Sinovent Biopharmaceutical Co., Ltd	Investigative	Investigative				nar_reference; conference_abstract_corpus	2	DRG0OOXRC; ADC_SUFFIX_d2a8f27128f6	MULTISOURCE_CONFIRMED
NAR_DRG0OPFVY	Samrotamab vedotin	ABBV 085; ABBV-085; ABBV085; PR-1498487-MMAE; Samrotamab vedotin		PRESUMED_STRICT_ADC	PRESUMED_ADC	Leucine-rich repeat-containing protein 15 (LRRC15)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT02565758			nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc	4	DRG0OPFVY; ADC_SUFFIX_6e5e282926d5	MULTISOURCE_CONFIRMED
NAR_DRG0OPGMW	Recombinant chimeric anti-CD30 mAb-MCC-DM1				REFERENCE_UNCLASSIFIED			Phase1	Phase 1				nar_reference	1	DRG0OPGMW	REFERENCE_CONFIRMED
NAR_DRG0ORDYU	LIN-002	AF-Lx-trastuzumab; Auristatin-F-Lx-trastuzumab; trastuzumab-Lx-AF; LIN 002; LIN002			REFERENCE_UNCLASSIFIED	Receptor tyrosine-protein kinase erbB-2 (HER2)	LinXis B.V	Investigative	Investigative				nar_reference	1	DRG0ORDYU	REFERENCE_CONFIRMED
NAR_DRG0OTOJV	IKS-03	IKS 03; IKS-03; IKS03; LCB-73; LCB 73; LCB73; NI-2201; NI 2201; NI2201			REFERENCE_UNCLASSIFIED	B-lymphocyte antigen CD19 (CD19)	Iksuda Therapeutics Ltd	Phase1	Phase 1				nar_reference	1	DRG0OTOJV	REFERENCE_CONFIRMED
NAR_DRG0OUXWT	Rolinsatamab talirine	ABBV 176; ABBV-176; ABV176; DC-1630993; Rolinsatamab talirine; h16f		PRESUMED_STRICT_ADC	PRESUMED_ADC	Prolactin receptor (PRLR)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT03145909			nar_reference; europe_pmc	2	DRG0OUXWT; ADC_SUFFIX_e5d67c60e170	MULTISOURCE_CONFIRMED
