canonical_name	aliases	development_codes	target	company	highest_stage	development_status	nct_ids	adc_scope	catalog_status	sources
CD4-BFFI	AntiCD mAb 6314+T561; CD4 BFFI; CD4BFFI		T-cell surface glycoprotein CD4 (CD4)	Roche Holding AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
OBI-998	OBI 998; OBI998		Stage-specific embryonic antigen-4 (SSEA-4)	OBI Pharma, Inc	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
RC-88	RC 88; RC-88; RC-88 ADC; RC88		Mesothelin (MSLN)	RemeGen Co., Ltd	Phase2	Phase 1/2	NCT04175847; NCT05508334	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TUB-030	TUB 030; TUB-030; TUB030		Trophoblast glycoprotein (TPBG)	Tubulis GmbH	Phase2	Phase 1/2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
GQ-1005	GQ 1005; GQ-1005; GQ1005		Receptor tyrosine-protein kinase erbB-2 (HER2)	GeneQuantum Healthcare (Suzhou) Co. Ltd	Phase3	Phase 3		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ALX2004					Phase1	Phase 1	NCT07085091	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
M-9140	M 9140; M-9140; M9140		Carcinoembryonic antigen-related cell adhesion molecule 5 (CEACAM5)	Merck KGaA; EMD Serono Research & Development Institute, Inc	Phase2	Phase 1/2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
Moxetumomab pasudotox	HA22; CAT- 8015; GCR-8015; R490A		B-cell receptor CD22 (CD22)	AstraZeneca PLC	Approved	Approved (FDA): Sep, 2018	NCT00462189; NCT00586924; NCT00659425; NCT01829711; NCT01891981; NCT02227108	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SGN-B6A	PF-08046047; SGN-B6A; SGNB6A; Sigvotatug Vedotin; humanized IgG1 beta-6 monoclonal antibody conjugated to monomethyl auristatin E		Integrin beta-6 (ITGB6)	Seagen Inc	Phase3	Phase 3	NCT04389632	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
BL-M005	BLM005; BL M005		Undisclosed	Sichuan Biokin Pharmaceutical Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-06688992	GD3 ADC; PF 06688992; PF-06688992; PF06688992		Ganglioside GD3	Pfizer Inc; Memorial Sloan-Kettering Cancer Center	Phase1	Phase 1 (Terminated)	NCT03159117	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BSI-709	BSI 709; BSI709		Cadherin-6 (CDH6)	Biosion, Inc; ImmunoGen, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MG2001					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BRKB-28	BRKB28; BRKB 28		Undisclosed	Brickbio, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TQB2101					Phase1	Phase 1	NCT06948539; NCT07113925	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NC-6201	E-7974+NCAB-001 (Nanocarrier); E-7974/NCAB-001 (Nanocarrier); NC6201; NC 6201		Epidermal growth factor receptor (EGFR)	NanoCarrier Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
FZ-AD005					Phase1	Phase 1	NCT06424665; NCT07455045	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BIO-201	BIO201; BIO 201; BIO-201 (BiOneCure Therapeutics)		Undisclosed	BiOneCure Therapeutics, Inc	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Anetumab corixetan	BAY 2287409; BAY-2287409; BAY2287409		Mesothelin (MSLN)	Bayer AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BIO105	BIO-105; BIO 105		Undisclosed	Boostimmune, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Araris ADC	Anti-Nectin-4 ADC(Araris Biotech); ArarisADC; Araris-ADC		Nectin-4 (NECTIN4)	Araris Biotech AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BMS-986148	BMS 986148; BMS-986148; Mesothelin-ADC		Mesothelin (MSLN)	Bristol Myers Squibb Co	Phase2	Phase 1/2 (Terminated)	NCT02341625; NCT02884726	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; europe_pmc
LM-305	LM 305; LM-305; LM305; AZD-0305; AZD 0305; AZD0305		G-protein coupled receptor family C group 5 member D (GPRC5D)	LaNova Medicines Ltd; AstraZeneca PLC	Phase2	Phase 1/2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Vas-201	Vas 201; Vas201		Undisclosed	VasGene Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Cirmtuzumab vedotin	UC-961ADC3		Inactive tyrosine-protein kinase transmembrane receptor ROR1 (ROR1)	University of California; Oncternal Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Pivekimab sunirine	IMGN 632; IMGN-632; IMGN632; Pivekimab sunirine		Interleukin-3 receptor subunit alpha (IL3RA)	ImmunoGen, Inc	Phase2	Phase 1/2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
Lupartumab amadotin	Anti-C4.4a antibody-drug conjugates; Anti-LY6-PLAUR domain containing 3 antibody-drug conjugates; Anti-LYPD3 antibody-drug conjugates; BAY 1129980; BAY-1129980; BAY1129980; LYPD3 protein-directed antibody-drug conjugates; Lupartumab amadotin		Ly6/PLAUR domain-containing protein 3 (LYPD3)	Bayer AG	Phase1	Phase 1 (Terminated)		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AT-03					Phase1	Phase 1	NCT06809114	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MGTA-C100	MGTAC100; MGTA C100; Anti-CD45 antibody-drug conjugate (Magenta Therapeutics); anti-CD45 antibody-drug conjugate (Magenta Therapeutics)		Receptor-type tyrosine-protein phosphatase C (PTPRC)	Magenta Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BAT-8009					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
FS-1502	FS-1502; Herceptin-LC-LBG-MMAF; IKS 014; IKS-014; IKS014; LCB14; LCB14-0110; Trastuzumab-LC-LBG-MMAF		Receptor tyrosine-protein kinase erbB-2 (HER2)	Iksuda Therapeutics; Shanghai Fosun Pharmaceutical	Phase3	Phase 3		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
HDP-101	HDP 101; HDP-101; HDP101		Tumor necrosis factor receptor superfamily member 17 (TNFRSF17)	Heidelberg Pharma AG; Huadong Medicine Co., Ltd; Hangzhou Zhongmeihuadong Pharmaceutical Co., Ltd; Heidelberg Pharma Research GmbH	Phase2	Phase 1/2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc; pubmed
SYD1035	WO2015177360A1_ADC-HC120; SYD 1035; SYD-1035		Glutamate carboxypeptidase 2 (FOLH1)	Byodes Private Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DS-6157a	DS 6157a; DS-6157; DS-6157a; DS6157a		G-protein coupled receptor 20 (GPR20)	Daiichi Sankyo Inc	Phase1	Phase 1 (Terminated)	NCT04276415	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
AGS-67E	AGS 67E; AGS-67E; AGS67E		Leukocyte antigen CD37 (CD37)	Agensys, Inc	Phase1	Phase 1 (Terminated)	NCT02175433; NCT02610062	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
MLN2704					Phase2	Phase 2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
<sup>111</sup>In-DOTA-5D3					Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IMB-213I	IMB 213I; IMB213I		Undisclosed	ImmunoBiochem Corp	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ICP-B794					Phase1	Phase 1	NCT07136558	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
DS-3939					Phase2	Phase 2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BB-1701	BB 1701; BB-1701; BB1701		Receptor tyrosine-protein kinase erbB-2 (HER2 exon 20)	Baili Sikang Biomedicine (Hangzhou) Co., Ltd	Phase2	Phase 2	NCT04257110	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
RG-7841					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BSI-04702					Phase2	Phase 2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-06650808	PF 6650808; PF-06650808; PF-6650808		Neurogenic locus notch homolog protein 3 (NOTCH3)	Pfizer Inc	Phase1	Phase 1 (Terminated)	NCT02129205	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DK-410	DK410; DK 410		Mucosal vascular addressin cell adhesion molecule 1 (MADCAM1)	Deka Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BC3195	BC-3195; BC 3195; BC3195		Cadherin-3 (CDH3)	Wuxi Biocity Biopharmaceutics Co., Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
SYS6010	SYS 6010; SYS-6010; SYS6010; CPO 301; CPO-301; CPO301		Epidermal growth factor receptor (EGFR)	CSPC Pharmaceutical Group Ltd	Phase3	Phase 3		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
JBH-492	Anti-CCR7 antibody-drug conjugate - Novartis Pharmaceuticals; JBH 492; JBH-492; JBH492		C-C chemokine receptor type 7 (CCR7)	Novartis Pharmaceuticals Corp	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Vadastuximab talirine	33-A; 33A; Anti-CD33A targeted ADC; SGN CD33A; SGN-CD33A; Vadastuximab talirine		Myeloid cell surface antigen CD33 (CD33)	Seagen Inc	Phase3	Phase 3 (Terminated)	NCT01902329; NCT02326584; NCT02614560; NCT02785900	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
APEC-1	APEC1; APEC 1		B-lymphocyte antigen CD20 (MS4A1)	Revitope Oncology, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RC-178	RC178; RC 178		Undisclosed	RemeGen Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LY-3076226	Anti-FGFR3 Ab IMC-D11; LY 3076226; LY-3076226; LY3076 226; LY3076226		Fibroblast growth factor receptor 3 (FGFR3)	Eli Lilly & Co	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus; europe_pmc
ST8176AA1	ST 8176AA1; Trastuzumab-HDACi ADC		Receptor tyrosine-protein kinase erbB-2 (HER2)	Alfasigma SpA	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Cantuzumab ravtansine	C-242 DM4; C242 DM4 immunoconjugate; C242 maytansinoid-4 conjugate; Cantuzumab ravtansine; IMGN-242; Maytasinoid DM4-conjugated humanised monoclonal antibody huC242; Monoclonal antibody C-242 DM4 conjugate; huC242-DM4		Mucin-1 (MUC1)	ImmunoGen, Inc	Phase2	Phase 2 (Terminated)	NCT00352131; NCT00620607	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SGN-STNV	SGN STNV; SGN-STNV; SGNSTNV		Onco-foetal sialyl-Tn	Seagen Inc	Phase1	Phase 1 (Terminated)	NCT04665921	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SYSA-1801	CPO 102; CPO-102; CPO102; Claudin 18.2-MMAE ADC; SYSA1801; EO 3021; EO-3021; EO3021		Claudin-18.2 (CLDN18.2)	CSPC Pharmaceutical Group Ltd; Elevation Oncology, Inc	Phase1	Phase 1 (Terminated)	NCT05009966	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; clinicaltrials
Bevacizumab vedotin	Bevacizumab-Val-Cit-PABC-MMAE; Bevacizumab Val Cit PABC MMAE		Vascular endothelial growth factor A (VEGFA)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
NOV0712-DM4	NOV0712 DM4		Cadherin-6 (CDH6)	Daiichi Sankyo Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
C6vc0101	C6-vc0101		Tumor-associated calcium signal transducer 2 (TROP2)	Pfizer Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Cofetuzumab pelidotin	ABBV-647; Cofetuzumab pelidotin; PF-06523435; PF-06647020; PF-06647020, PTK7-ADC, ABBV-647, PTK7-Aur0101; PF-6647020; PF-7020; PTK7-ADC; PTK7-Aur0101; hu-24		Inactive tyrosine-protein kinase 7 (PTK7)	AbbVie, Inc; Stemcentrx, Inc; Pfizer Inc	Phase1	Phase 1 (Terminated)	NCT02222922; NCT03243331; NCT04189614	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
P-1000	P1000; P 1000		Undisclosed	German Cancer Research Center (Deutsches Krebsforschungszentrum, DKFZ)	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
JNJ-95298177					Phase1	Phase 1	NCT04662580	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SYS6002					Phase2	Phase 2		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AZD-8205					Phase2	Phase 2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
IMGN-388					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IKS-01	IKS01; IKS 01		Folate receptor alpha (FOLR1)	Iontas, Inc; Iksuda Therapeutics Ltd; Femtogenix Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SC-006	SC 006; SC-006; SC006		E3 ubiquitin-protein ligase RNF43 (RNF43)	AbbVie, Inc	Phase1	Phase 1 (Terminated)	NCT03035279	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SDV-1001	SDV 1001; SDV1001		Undisclosed	Syndivia SAS	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SIB-029A	SIB-029A; SIB 029A		Epidermal growth factor receptor (EGFR); Receptor tyrosine-protein kinase erbB-3 (HER3)	Systimmune, Inc; Sichuan Baili Pharmaceutical Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Vorsetuzumab mafodotin	SGN 75; SGN-75; SGN75; Vorsetuzumab mafodotin		CD70 antigen (CD70)	Seagen Inc	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
LOP-628	Anti-c-kit humanised IgG1 kappa antibody-maitansine conjugate (Novartis Pharma AG); Anti-c-kit humanised IgG1 kappa antibody-maytansine conjugate; Anti-c-kit humanised IgG1kappa antibody-maitansine conjugate; Anti-proto-oncogene protein; Anti-proto-oncogene protein c-kit IgG1 kappa antibody-maitansine conjugate; LOP 628; LOP-628; LOP62 8; LOP628		Mast/stem cell growth factor receptor Kit (KIT)	Novartis Pharma AG; Novartis AG	Phase1	Phase 1 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
DAN-405	DAN405; DAN 405		Glutamate carboxypeptidase 2 (FOLH1)	Dantari	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
S3F-CL-MMAE	SIA-01; SIA-101; SIA-102; SIA-103; SIA-104; Anti-SialylTn mAbs (Siamab Therapeutics)		Onco-foetal sialyl-Tn	Siamab Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
PF-08046876					Phase1	Phase 1	NCT07090499	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
STRO-004	STRO 004; STRO004		Tissue factor (F3)	Sutro Biopharma, Inc	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
CBT-005	CBT005; CBT 005		Vascular endothelial growth factor A (VEGFA)	Cloudbreak Therapeutics LLC	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
LM-306	LM 306; LM306		Interleukin-13 receptor subunit alpha-2 (IL13RA2)	LaNova Medicines Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AK0406					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DXC-005	DXC 005; DXC-005; DXC005; DAC 005; DAC-005; DAC005; Recombinant humanized anti-Muc1 antibody conjugated to Tub201; Recombinant humanized anti-Muc1 antibody conjugated to Tub201(Hangzhou DAC Biotechnology)		Mucin-1 (MUC1)	Hangzhou DAC Biotech Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ABL-202					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TGM-005	TGM 005; TGM005		Undisclosed	Targetome NV	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BL-B01D1	BL B01D1; BL-B01D1; BLB01D1		Receptor tyrosine-protein kinase erbB-3 (HER3); Epidermal growth factor receptor (EGFR)	Sichuan Baili Pharmaceutical Co., Ltd; Systimmune, Inc; Chengdu Bailidote Biological Pharmaceutical Co., Ltd	Phase3	Phase 3	NCT05194982; NCT05262491; NCT05393427; NCT05470348; NCT05785039	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RM-1995	RM 1995; RM-1995; RM1995		Interleukin-2 receptor subunit alpha (IL2RA)	Rakuten Medical, Inc	Phase1	Phase 1 (Terminated)	NCT05220748	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
GQ-1003	GQ 1003; GQ1003		Tumor-associated calcium signal transducer 2 (TROP2)	GeneQuantum Healthcare (Suzhou) Co. Ltd; SAMSUNG BIOLOGICS Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AK146D1					Phase1	Phase 1	NCT06929663; NCT07067567	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-4602	SHR 4602; SHR-4602; SHR4602		Receptor tyrosine-protein kinase erbB-2 (HER2)	Jiangsu Hengrui Pharmaceuticals Co., Ltd	Phase2	Phase 2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
SGN-35C					Phase1	Phase 1	NCT06254495	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
ST1	ST-1; ST 1		Onco-foetal sialyl-Tn	Siamab Therapeutics, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
CPO-102					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
N501-SN38	N501 SN38		Trophoblast glycoprotein (TPBG)		Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
RC-108	RC 108; RC-108; RC108		Hepatocyte growth factor receptor (MET)	RemeGen Co., Ltd	Phase2	Phase 2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials; conference_abstract_corpus
RGX-019	RGX019; RGX 019		Tyrosine-protein kinase Mer (MERTK)	The Rockefeller University; Inspirna, Inc	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
BP-A102	BPA102; BP A102		Undisclosed	Tinfa Biopharmaceuticals Co., Ltd	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
AbGn-107	AbGn 107; AbGn-107; AbGn-107, Ab1-18Hr1; AbGn107		AG7	AbGenomics International, Inc	Phase1	Phase 1 (Terminated)	NCT02908451	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
OXS-1750	Antibody-drug conjugate containing OXS-4235; OXS 1750; OXS1750		Sequestosome-1 (SQSTM1)	OXIS Biotech, Inc; GT Biopharma, Inc; MultiCell Technologies, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
cHD37-amanitin	cHD37 amanitin		B-lymphocyte antigen CD19 (CD19)	LegoChem Biosciences, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
BRY-812	BRY 812; BRY-812; BRY812		Zinc transporter ZIP6 (SLC39A6)	BioRay Biopharmaceutical Co., Ltd	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
JSKN016	JSKN-016; JSKN 016; JSKN016		Receptor tyrosine-protein kinase erbB-3 (HER3); Tumor-associated calcium signal transducer 2 (TROP2)	Suzhou Alphamab Co. Ltd	Phase2	Phase 2		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
XB371	XB-371; XB 371		Tissue factor (F3)	Exelixis, Inc	Investigative	Investigative		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
BIO-106	BIO 106; BIO-106; BIO106		Tumor-associated calcium signal transducer 2 (TROP2)	BiOneCure Therapeutics, Inc	Phase2	Phase 1/2	NCT05320588	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Pertuzumab zuvotolimod	Pertuzumab zuvotolimod; SBT6050; pertuzumab zuvotolimod		Receptor tyrosine-protein kinase erbB-2 (HER2)	Silverback Therapeutics, Inc; ARS Pharmaceuticals, Inc	Phase1	Phase 1 (Terminated)	NCT04460456; NCT05091528	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SHR-A1904	SHR A1904; SHR-A1904; SHRA1904		Claudin-18.2 (CLDN18.2)	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase3	Phase 3	NCT04877717; NCT04928625; NCT05277168	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
ALT-P7					Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Xl-250	Xl 250; xl250		Receptor tyrosine-protein kinase erbB-2 (HER2)	XL-protein GmbH; Heidelberg Pharma AG	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
APH-0912	APH0912; APH 0912; 10-alpha-GAG-DT		Undisclosed	Sanofi	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
VIS-705	VIS 705; VIS705		Undisclosed	Visterra, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
Vandortuzumab vedotin	89Zr-DFO-MSTP2 109A (diagno stic); Anti-STEAP1-vc-MMAE; DSTP-3086S; DSTP3086S; RG-7450; RG7450, DSTP3 086S; Vandortuzumab vedotin		Metalloreductase STEAP1 (STEAP1)	Genentech, Inc; Roche Holding AG; Agensys, Inc; Astellas Pharma, Inc	Phase1	Phase 1 (Terminated)	NCT01283373	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; europe_pmc
BL-M08D1	BL M19D1; BL-M08D1; BL-M19D1; BLM19D1		Tumor-associated calcium signal transducer 2 (TROP2)	Sichuan Baili Pharmaceutical Co., Ltd	Phase1	Phase 1		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
REGN-3124-PBD	REGN 3124 PBD; REGN3124-PBD		Epidermal growth factor receptor variant III (EGFRvIII)	Regeneron Pharmaceuticals, Inc	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
DS-6000	DS 6000; DS-6000; DS-6000a; DS6000; Raludotatug deruxtecan		Cadherin-6 (CDH6)	Daiichi Sankyo Co., Ltd	Phase3	Phase 2/3	NCT04707248	REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
TARG-9	Alpha10antibody drug conjugate Targinta; TARG9; TARG 9		Integrin alpha-10 (ITGA10)	Targinta AB; Xintela AB	Investigative	Investigative		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
IMGN151	IMGN 151; IMGN-151; IMGN151; Opugotamig olatansine		Folate receptor alpha (FOLR1)	ImmunoGen, Inc	Phase1	Phase 1		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; clinicaltrials
SHR-A1912	SHR A1912; SHR-A1912; SHRA1912		B-cell antigen receptor complex-associated protein beta chain (CD79B)	Jiangsu Hengrui Pharmaceuticals Co., Ltd; Shanghai Hengrui Pharmaceutical Co., Ltd	Phase1	Phase 1	NCT05113069	PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus
Veltuzumab-CL2E-SN-38	Vmab-CL2E-SN-38		B-lymphocyte antigen CD20 (MS4A1)		Investigative	Investigative Drug-to-Antibody Ratio 6 3D		REFERENCE_UNCLASSIFIED	REFERENCE_CONFIRMED	nar_reference
SGN-15	BMS-182248; BMS-182248-01; BR96-DAPDOX; BR96-DOX; CBR96-Doxorubicin Immunoconjugate; SGN 15; SGN-15; SGN15; hBR96		Lewis Y	Seagen Inc; Bristol Myers Squibb Co	Phase2	Phase 2 (Terminated)		PRESUMED_ADC	MULTISOURCE_CONFIRMED	nar_reference; conference_abstract_corpus; europe_pmc
